,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,Time_Start,Time_End,Humpback
11,39.8659813,-1.285969431,1.462320796,3.815674136,7.3241888,2.320082205,0.626140191,1.760816853,-4.130267592,-0.885350492,0.082843967,1.544485199,-0.588239471,1,1.1,0
12,39.34726546,-1.495258244,2.515839041,3.666981555,6.580097824,0.987290739,1.223583823,3.151671216,-1.271329981,0.02618933,-0.035704983,2.987804263,-2.33928982,1.1,1.2,0
13,40.57769015,-0.166938275,3.446697383,6.374119965,8.572843281,0.318163636,-0.662650258,-1.607704544,-6.329452349,-3.836446846,-3.093322333,1.801243137,-0.294763823,1.2,1.3,0
14,39.67507693,-0.855910824,2.621370803,4.954325733,6.397243092,0.233919933,-1.334858153,-0.685112804,-4.063271332,-0.708808854,1.180738852,2.556635953,-0.796752274,1.3,1.4,1
15,43.95381398,0.407268952,1.536056053,10.46040527,8.760397618,0.020588561,3.907970736,-0.436247475,-5.520754155,1.83905874,-3.76614554,-2.093856902,4.715001966,1.4,1.5,1
16,41.09356039,-0.829488498,0.224024401,4.375913969,9.717952915,7.582476915,3.485995074,0.399142978,0.244199543,5.116796303,5.989128928,5.185007742,0.052158568,1.5,1.6,1
17,39.08019448,-1.004050804,3.286813005,6.850687438,10.00217163,5.627835304,4.874905636,5.332800909,1.779585106,3.5369955,3.444553721,7.40164625,6.224966715,1.6,1.7,1
18,39.80737665,-0.906605384,4.665785378,7.46683745,7.648123669,1.620575674,1.959641918,1.782082647,-2.466123221,1.062917707,2.297927653,5.463258479,3.36503729,1.7,1.8,1
19,39.24228501,-2.125050579,3.520581829,6.367926292,7.598096858,0.804185873,0.70688784,2.447861422,-1.548712386,0.506993869,-0.556630801,4.301204308,-1.876063375,1.8,1.9,1
20,40.71696815,-0.767178055,4.027863038,6.134875011,8.11796456,3.777101822,2.646115607,0.927155644,-3.170760867,0.185757026,-1.46725779,3.54952878,-0.131401336,1.9,2,1
21,43.07022999,0.300544542,5.734989303,6.644846127,8.570515642,4.067515089,2.34504951,-2.300295352,-6.534690101,0.019227922,-0.873324584,4.04754694,-1.045238707,2,2.1,1
22,39.77453461,-1.853594388,1.584727516,7.263964737,9.395614907,0.253973266,0.460118643,4.019319793,-1.574299217,1.077839369,2.331850542,4.637046392,1.402104181,2.1,2.2,1
23,40.72321039,-0.59253836,2.15225069,6.352764983,8.628180526,0.152974465,-0.532000783,0.167358098,-4.653631703,-0.969404784,1.324110931,0.887710654,-2.790446121,2.2,2.3,1
24,40.00812383,-1.211952453,2.15222858,6.911409488,8.09626833,1.984948413,1.528517522,0.374001288,-3.221669088,0.56640811,-2.234760145,0.232023154,1.798039483,2.3,2.4,1
25,40.58063752,-0.801014376,4.725065624,8.445769938,8.193759608,3.215639769,5.221901743,2.015038984,-3.498375093,-0.8970276,-2.372135444,2.946015597,-0.250225707,2.4,2.5,1
26,40.34198536,-0.626663498,4.089448491,7.36759841,9.466954055,3.755889305,2.846794046,1.869432293,-3.472945613,0.659795991,1.837509201,3.383984621,-0.702263555,2.5,2.6,1
27,41.41958032,1.048283301,5.853476966,7.548166937,8.256017683,1.794937065,-0.785182371,-0.727153355,-6.575205526,-3.997465777,-1.645264041,1.387432779,0.59929428,2.6,2.7,1
28,39.41341309,-0.573769616,4.639420509,8.311087953,10.21959011,4.575580434,4.040170421,3.366824418,-0.666992337,2.097305985,0.842910833,3.931596487,1.358437883,2.7,2.8,1
29,40.0837121,0.266751717,5.303611246,7.426087789,8.791128048,1.714988198,0.84934807,3.155063268,-1.719211382,-0.07201992,-0.17862171,0.7412244,-2.561492303,2.8,2.9,1
30,42.3945881,0.747269649,4.84817851,9.845787893,10.49122195,1.235993848,0.943938036,0.868739304,-2.507374276,-1.33596584,-1.88424593,2.331829468,-1.072980149,2.9,3,1
31,43.20771137,-4.133785801,9.240135049,2.482217523,10.90768657,3.656765041,7.795097456,-1.360633649,-0.872347279,-1.366885013,-1.47942838,8.163906251,-3.700036765,3,3.1,1
32,38.84966633,-1.045930519,3.733071313,7.056846184,8.416084526,2.423979829,2.551377896,3.310865152,-1.317135707,0.45390158,0.599633475,1.310915106,-0.992299665,3.1,3.2,1
33,42.00208641,0.743347875,3.10975208,6.809162112,9.115758221,0.46184428,-1.752680556,-1.64481894,-5.880192448,-4.436999058,-4.213797545,1.927517944,2.367358263,3.2,3.3,1
34,40.0294359,-2.217021339,2.238017718,2.548789408,9.154491972,6.521606178,1.408392013,-0.388337372,-2.766666629,3.78341301,-2.295055096,4.980440052,-1.466234441,3.3,3.4,1
